id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10
11197,Kurtis,9,purple,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11198,Kurtis,9,red,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11199,Kurtis,9,yellow,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11200,Kurtis,9,maroon,a-line,knee length,party,net,solid,solid,three-quarter sleeves,regular,
11201,Kurtis,9,red,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11202,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11203,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11204,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,short sleeves,regular,
11205,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11206,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,sleeveless,sleeveless,
11207,Kurtis,9,navy blue,straight,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11208,Kurtis,9,blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11209,Kurtis,9,navy blue,straight,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11210,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11211,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,sleeveless,sleeveless,
11212,Kurtis,9,grey,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11213,Kurtis,9,maroon,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11214,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11215,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11216,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11217,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11218,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11219,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11220,Kurtis,9,yellow,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11221,Kurtis,9,green,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11222,Kurtis,9,green,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11223,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11224,Kurtis,9,yellow,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11225,Kurtis,9,grey,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11226,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11227,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,short sleeves,regular,
11228,Kurtis,9,grey,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11229,Kurtis,9,green,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11230,Kurtis,9,grey,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11231,Kurtis,9,black,a-line,knee length,party,net,solid,solid,three-quarter sleeves,regular,
11232,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11233,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11234,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11235,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,short sleeves,regular,
11236,Kurtis,9,green,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11237,Kurtis,9,blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11238,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11239,Kurtis,9,yellow,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11240,Kurtis,9,maroon,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11241,Kurtis,9,red,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11242,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11243,Kurtis,9,yellow,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11244,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11245,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11246,Kurtis,9,maroon,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11247,Kurtis,9,white,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11248,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11249,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,short sleeves,regular,
11250,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11251,Kurtis,9,pink,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11252,Kurtis,9,maroon,straight,calf length,daily,net,solid,default,three-quarter sleeves,regular,
11253,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,short sleeves,regular,
11254,Kurtis,9,red,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11255,Kurtis,9,green,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11256,Kurtis,9,blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11257,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11258,Kurtis,9,maroon,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11259,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11260,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11261,Kurtis,9,purple,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11262,Kurtis,9,blue,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11263,Kurtis,9,green,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11264,Kurtis,9,red,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11265,Kurtis,9,green,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11266,Kurtis,9,pink,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11267,Kurtis,9,navy blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11268,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11269,Kurtis,9,maroon,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11270,Kurtis,9,multicolor,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11271,Kurtis,9,grey,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11272,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11273,Kurtis,9,grey,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11274,Kurtis,9,yellow,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11275,Kurtis,9,green,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11276,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11277,Kurtis,9,maroon,straight,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11278,Kurtis,9,pink,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11279,Kurtis,9,purple,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11280,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11281,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,short sleeves,regular,
11282,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11283,Kurtis,9,pink,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11284,Kurtis,9,black,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,
11285,Kurtis,9,black,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11286,Kurtis,9,yellow,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11287,Kurtis,9,grey,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11288,Kurtis,9,grey,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11289,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,short sleeves,regular,
11290,Kurtis,9,green,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11291,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11292,Kurtis,9,red,straight,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11293,Kurtis,9,yellow,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11294,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,short sleeves,regular,
11295,Kurtis,9,multicolor,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11296,Kurtis,9,purple,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11297,Kurtis,9,green,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11298,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11299,Kurtis,9,maroon,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11300,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,short sleeves,regular,
11301,Kurtis,9,red,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11302,Kurtis,9,multicolor,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11303,Kurtis,9,blue,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11304,Kurtis,9,multicolor,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11305,Kurtis,9,multicolor,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11306,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11307,Kurtis,9,navy blue,straight,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11308,Kurtis,9,black,straight,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11309,Kurtis,9,blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11310,Kurtis,9,blue,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11311,Kurtis,9,yellow,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11312,Kurtis,9,blue,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11313,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,short sleeves,regular,
11314,Kurtis,9,grey,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11315,Kurtis,9,yellow,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11316,Kurtis,9,red,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11317,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,short sleeves,regular,
11318,Kurtis,9,pink,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11319,Kurtis,9,maroon,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11320,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,short sleeves,regular,
11321,Kurtis,9,red,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11322,Kurtis,9,multicolor,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11323,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11324,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11325,Kurtis,9,maroon,a-line,knee length,party,default,default,default,three-quarter sleeves,regular,
11326,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11327,Kurtis,9,grey,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11328,Kurtis,9,navy blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11329,Kurtis,9,navy blue,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11330,Kurtis,9,grey,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11331,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,sleeveless,sleeveless,
11332,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11333,Kurtis,9,black,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,
11334,Kurtis,9,grey,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11335,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11336,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11337,Kurtis,9,yellow,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11338,Kurtis,9,green,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11339,Kurtis,9,navy blue,straight,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11340,Kurtis,9,red,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11341,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,short sleeves,regular,
11342,Kurtis,9,black,a-line,calf length,daily,net,default,default,three-quarter sleeves,regular,
11343,Kurtis,9,purple,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11344,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11345,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11346,Kurtis,9,grey,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11347,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11348,Kurtis,9,navy blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11349,Kurtis,9,red,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11350,Kurtis,9,navy blue,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,
11351,Kurtis,9,multicolor,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11352,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,short sleeves,regular,
11353,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11354,Kurtis,9,maroon,straight,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11355,Kurtis,9,grey,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,
11356,Kurtis,9,black,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11357,Kurtis,9,pink,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11358,Kurtis,9,black,straight,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11359,Kurtis,9,green,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11360,Kurtis,9,black,straight,knee length,party,net,solid,solid,three-quarter sleeves,regular,
11361,Kurtis,9,red,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11362,Kurtis,9,blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11363,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11364,Kurtis,9,yellow,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11365,Kurtis,9,multicolor,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11366,Kurtis,9,yellow,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11367,Kurtis,9,black,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11368,Kurtis,9,yellow,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11369,Kurtis,9,pink,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11370,Kurtis,9,black,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,
11371,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11372,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,short sleeves,regular,
11373,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11374,Kurtis,9,black,straight,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11375,Kurtis,9,navy blue,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11376,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11377,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11378,Kurtis,9,blue,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11379,Kurtis,9,red,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11380,Kurtis,9,navy blue,straight,calf length,daily,net,solid,default,three-quarter sleeves,regular,
11381,Kurtis,9,red,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11382,Kurtis,9,purple,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11383,Kurtis,9,pink,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11384,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,short sleeves,regular,
11385,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11386,Kurtis,9,black,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,
11387,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,sleeveless,sleeveless,
11388,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11389,Kurtis,9,green,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11390,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11391,Kurtis,9,grey,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11392,Kurtis,9,purple,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11393,Kurtis,9,maroon,straight,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11394,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,short sleeves,regular,
11395,Kurtis,9,black,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11396,Kurtis,9,maroon,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11397,Kurtis,9,black,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11398,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11399,Kurtis,9,yellow,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11400,Kurtis,9,pink,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11401,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11402,Kurtis,9,white,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,
11403,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11404,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11405,Kurtis,9,blue,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11406,Kurtis,9,purple,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11407,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11408,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11409,Kurtis,9,multicolor,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11410,Kurtis,9,grey,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11411,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11412,Kurtis,9,black,straight,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11413,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11414,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11415,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11416,Kurtis,9,maroon,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11417,Kurtis,9,green,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11418,Kurtis,9,green,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11419,Kurtis,9,yellow,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11420,Kurtis,9,multicolor,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11421,Kurtis,9,blue,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11422,Kurtis,9,purple,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11423,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11424,Kurtis,9,pink,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,
11425,Kurtis,9,purple,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11426,Kurtis,9,black,straight,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11427,Kurtis,9,green,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11428,Kurtis,9,yellow,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11429,Kurtis,9,navy blue,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,
11430,Kurtis,9,green,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11431,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11432,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,short sleeves,regular,
11433,Kurtis,9,yellow,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11434,Kurtis,9,purple,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11435,Kurtis,9,navy blue,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11436,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,short sleeves,regular,
11437,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11438,Kurtis,9,grey,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11439,Kurtis,9,green,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11440,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11441,Kurtis,9,grey,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11442,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11443,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11444,Kurtis,9,purple,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11445,Kurtis,9,black,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11446,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11447,Kurtis,9,grey,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11448,Kurtis,9,pink,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
11449,Kurtis,9,red,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
11450,Kurtis,9,navy blue,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11451,Kurtis,9,maroon,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,
11452,Kurtis,9,purple,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
11453,Kurtis,9,red,a-line,knee length,daily,default,default,default,short sleeves,regular,
11454,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
