id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10
23590,Women Tops & Tunics,10,black,fitted,crop,default,casual,printed,default,sleeveless,sleeveless,knitted
23591,Women Tops & Tunics,10,pink,fitted,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,knitted
23592,Women Tops & Tunics,10,green,regular,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,waist tie-ups
23593,Women Tops & Tunics,10,white,regular,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,waist tie-ups
23594,Women Tops & Tunics,10,default,fitted,crop,round neck,casual,printed,quirky,sleeveless,sleeveless,knitted
23595,Women Tops & Tunics,10,white,fitted,regular,default,casual,solid,solid,long sleeves,regular sleeves,knitted
23596,Women Tops & Tunics,10,pink,regular,regular,square neck,casual,solid,solid,three-quarter sleeves,puff sleeves,knitted
23597,Women Tops & Tunics,10,peach,default,crop,round neck,casual,solid,solid,sleeveless,sleeveless,ruffles
23598,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,waist tie-ups
23599,Women Tops & Tunics,10,black,regular,regular,round neck,casual,printed,default,short sleeves,regular sleeves,default
23600,Women Tops & Tunics,10,red,regular,regular,high,casual,solid,solid,long sleeves,regular sleeves,tie-ups
23601,Women Tops & Tunics,10,green,fitted,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,knitted
23602,Women Tops & Tunics,10,maroon,boxy,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,waist tie-ups
23603,Women Tops & Tunics,10,peach,regular,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted
23604,Women Tops & Tunics,10,red,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,tie-ups
23605,Women Tops & Tunics,10,yellow,fitted,crop,square neck,party,solid,solid,short sleeves,puff sleeves,knitted
23606,Women Tops & Tunics,10,black,fitted,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,default
23607,Women Tops & Tunics,10,black,regular,regular,square neck,casual,solid,solid,short sleeves,default,knitted
23608,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,default
23609,Women Tops & Tunics,10,yellow,fitted,regular,default,casual,solid,solid,long sleeves,regular sleeves,knitted
23610,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted
23611,Women Tops & Tunics,10,blue,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,knitted
23612,Women Tops & Tunics,10,white,fitted,regular,square neck,casual,solid,solid,short sleeves,regular sleeves,knitted
23613,Women Tops & Tunics,10,pink,regular,regular,square neck,casual,solid,solid,three-quarter sleeves,puff sleeves,ruffles
23614,Women Tops & Tunics,10,black,regular,regular,round neck,casual,printed,floral,three-quarter sleeves,regular sleeves,default
23615,Women Tops & Tunics,10,default,regular,regular,v-neck,casual,solid,solid,short sleeves,default,knitted
23616,Women Tops & Tunics,10,yellow,fitted,crop,default,casual,solid,solid,sleeveless,sleeveless,knitted
23617,Women Tops & Tunics,10,black,regular,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,tie-ups
23618,Women Tops & Tunics,10,maroon,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,waist tie-ups
23619,Women Tops & Tunics,10,blue,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,ruffles
23620,Women Tops & Tunics,10,green,fitted,regular,round neck,casual,printed,default,short sleeves,regular sleeves,knitted
23621,Women Tops & Tunics,10,black,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,ruffles
23622,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,default
23623,Women Tops & Tunics,10,pink,fitted,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,default
23624,Women Tops & Tunics,10,multicolor,regular,crop,v-neck,casual,solid,solid,sleeveless,default,knitted
23625,Women Tops & Tunics,10,peach,fitted,regular,square neck,casual,solid,solid,short sleeves,sleeveless,knitted
23626,Women Tops & Tunics,10,default,fitted,regular,sweetheart neck,casual,printed,default,short sleeves,puff sleeves,waist tie-ups
23627,Women Tops & Tunics,10,peach,regular,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted
23628,Women Tops & Tunics,10,maroon,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted
23629,Women Tops & Tunics,10,blue,fitted,regular,round neck,casual,printed,default,short sleeves,regular sleeves,knitted
23630,Women Tops & Tunics,10,red,fitted,regular,square neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
23631,Women Tops & Tunics,10,default,regular,regular,round neck,casual,printed,floral,short sleeves,default,knitted
23632,Women Tops & Tunics,10,maroon,default,regular,default,party,solid,floral,sleeveless,default,default
23633,Women Tops & Tunics,10,red,fitted,regular,square neck,casual,solid,solid,short sleeves,puff sleeves,knitted
23634,Women Tops & Tunics,10,maroon,regular,crop,round neck,casual,printed,quirky,long sleeves,default,applique
23635,Women Tops & Tunics,10,yellow,fitted,crop,round neck,casual,solid,solid,sleeveless,sleeveless,applique
23636,Women Tops & Tunics,10,black,fitted,regular,high,casual,printed,default,long sleeves,regular sleeves,waist tie-ups
23637,Women Tops & Tunics,10,white,regular,regular,round neck,casual,printed,typography,short sleeves,regular sleeves,tie-ups
23638,Women Tops & Tunics,10,blue,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,ruffles
23639,Women Tops & Tunics,10,yellow,fitted,crop,round neck,casual,solid,solid,sleeveless,sleeveless,applique
23640,Women Tops & Tunics,10,default,fitted,crop,high,casual,solid,solid,sleeveless,sleeveless,knitted
23641,Women Tops & Tunics,10,multicolor,regular,regular,round neck,casual,default,default,short sleeves,regular sleeves,waist tie-ups
23642,Women Tops & Tunics,10,yellow,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,knitted
23643,Women Tops & Tunics,10,white,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,knitted
23644,Women Tops & Tunics,10,navy blue,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted
23645,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,tie-ups
23646,Women Tops & Tunics,10,default,fitted,crop,sweetheart neck,casual,solid,solid,long sleeves,puff sleeves,knitted
23647,Women Tops & Tunics,10,pink,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
23648,Women Tops & Tunics,10,default,regular,regular,square neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
23649,Women Tops & Tunics,10,blue,regular,crop,round neck,casual,printed,typography,sleeveless,sleeveless,default
23650,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,long sleeves,regular sleeves,default
23651,Women Tops & Tunics,10,black,fitted,regular,high,casual,solid,solid,long sleeves,regular sleeves,ruffles
23652,Women Tops & Tunics,10,blue,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,knitted
23653,Women Tops & Tunics,10,multicolor,regular,crop,default,casual,solid,solid,sleeveless,sleeveless,tie-ups
23654,Women Tops & Tunics,10,green,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
23655,Women Tops & Tunics,10,default,regular,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,applique
23656,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,tie-ups
23657,Women Tops & Tunics,10,blue,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,default
23658,Women Tops & Tunics,10,white,boxy,regular,round neck,casual,printed,graphic,short sleeves,regular sleeves,default
23659,Women Tops & Tunics,10,red,regular,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted
23660,Women Tops & Tunics,10,default,default,regular,round neck,casual,printed,floral,short sleeves,default,knitted
23661,Women Tops & Tunics,10,peach,fitted,crop,high,casual,solid,solid,short sleeves,regular sleeves,knitted
23662,Women Tops & Tunics,10,default,default,regular,round neck,casual,solid,solid,sleeveless,sleeveless,tie-ups
23663,Women Tops & Tunics,10,maroon,regular,regular,default,casual,solid,solid,sleeveless,sleeveless,waist tie-ups
23664,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,default
23665,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,tie-ups
23666,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,long sleeves,puff sleeves,knitted
23667,Women Tops & Tunics,10,red,fitted,crop,round neck,casual,solid,solid,sleeveless,sleeveless,knitted
23668,Women Tops & Tunics,10,pink,fitted,crop,default,casual,solid,solid,sleeveless,default,knitted
23669,Women Tops & Tunics,10,maroon,regular,regular,v-neck,casual,solid,solid,short sleeves,default,knitted
23670,Women Tops & Tunics,10,default,fitted,crop,default,casual,solid,solid,long sleeves,regular sleeves,knitted
23671,Women Tops & Tunics,10,multicolor,regular,regular,round neck,casual,default,default,long sleeves,regular sleeves,ruffles
23672,Women Tops & Tunics,10,blue,fitted,regular,sweetheart neck,casual,solid,solid,long sleeves,regular sleeves,knitted
23673,Women Tops & Tunics,10,red,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,knitted
23674,Women Tops & Tunics,10,default,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,knitted
23675,Women Tops & Tunics,10,maroon,fitted,crop,square neck,casual,solid,solid,short sleeves,puff sleeves,knitted
23676,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,waist tie-ups
23677,Women Tops & Tunics,10,white,regular,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,applique
23678,Women Tops & Tunics,10,blue,regular,regular,square neck,casual,solid,solid,three-quarter sleeves,puff sleeves,ruffles
23679,Women Tops & Tunics,10,multicolor,regular,regular,round neck,casual,printed,default,short sleeves,puff sleeves,ruffles
23680,Women Tops & Tunics,10,yellow,regular,regular,v-neck,casual,solid,solid,short sleeves,default,knitted
23681,Women Tops & Tunics,10,yellow,regular,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,waist tie-ups
23682,Women Tops & Tunics,10,multicolor,fitted,regular,sweetheart neck,casual,printed,default,short sleeves,puff sleeves,ruffles
23683,Women Tops & Tunics,10,yellow,fitted,regular,square neck,casual,solid,solid,short sleeves,default,ruffles
23684,Women Tops & Tunics,10,black,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,knitted
23685,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,printed,floral,three-quarter sleeves,regular sleeves,ruffles
23686,Women Tops & Tunics,10,maroon,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted
23687,Women Tops & Tunics,10,maroon,regular,regular,default,casual,solid,solid,three-quarter sleeves,default,knitted
23688,Women Tops & Tunics,10,pink,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
23689,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,solid,solid,sleeveless,sleeveless,knitted
23690,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
23691,Women Tops & Tunics,10,black,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,ruffles
23692,Women Tops & Tunics,10,peach,fitted,regular,high,casual,solid,solid,long sleeves,regular sleeves,knitted
23693,Women Tops & Tunics,10,maroon,regular,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted
23694,Women Tops & Tunics,10,pink,regular,regular,high,casual,printed,floral,short sleeves,default,ruffles
23695,Women Tops & Tunics,10,green,fitted,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted
23696,Women Tops & Tunics,10,peach,fitted,crop,round neck,casual,solid,solid,short sleeves,default,knitted
23697,Women Tops & Tunics,10,default,regular,regular,round neck,casual,default,default,short sleeves,regular sleeves,knitted
23698,Women Tops & Tunics,10,white,default,crop,round neck,casual,default,default,sleeveless,sleeveless,knitted
23699,Women Tops & Tunics,10,default,regular,crop,round neck,casual,printed,solid,short sleeves,regular sleeves,default
23700,Women Tops & Tunics,10,pink,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,default
23701,Women Tops & Tunics,10,white,fitted,regular,sweetheart neck,casual,solid,solid,long sleeves,regular sleeves,knitted
23702,Women Tops & Tunics,10,blue,regular,regular,v-neck,casual,solid,solid,short sleeves,default,knitted
23703,Women Tops & Tunics,10,green,regular,crop,round neck,casual,solid,solid,short sleeves,default,knitted
23704,Women Tops & Tunics,10,green,default,regular,default,casual,default,floral,three-quarter sleeves,regular sleeves,waist tie-ups
23705,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,default
23706,Women Tops & Tunics,10,peach,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
23707,Women Tops & Tunics,10,maroon,fitted,crop,high,casual,solid,solid,long sleeves,regular sleeves,knitted
23708,Women Tops & Tunics,10,navy blue,fitted,crop,round neck,casual,solid,solid,sleeveless,sleeveless,default
23709,Women Tops & Tunics,10,red,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,default
23710,Women Tops & Tunics,10,green,regular,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted
23711,Women Tops & Tunics,10,default,regular,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,default
23712,Women Tops & Tunics,10,yellow,fitted,crop,round neck,casual,solid,solid,sleeveless,sleeveless,applique
23713,Women Tops & Tunics,10,pink,regular,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,applique
23714,Women Tops & Tunics,10,default,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
23715,Women Tops & Tunics,10,pink,fitted,crop,round neck,casual,solid,solid,sleeveless,sleeveless,knitted
23716,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,short sleeves,default,knitted
23717,Women Tops & Tunics,10,pink,fitted,crop,square neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
23718,Women Tops & Tunics,10,multicolor,fitted,regular,round neck,casual,printed,default,long sleeves,regular sleeves,knitted
23719,Women Tops & Tunics,10,pink,regular,regular,default,casual,solid,solid,short sleeves,puff sleeves,knitted
23720,Women Tops & Tunics,10,red,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,knitted
23721,Women Tops & Tunics,10,pink,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,knitted
23722,Women Tops & Tunics,10,red,default,regular,round neck,casual,default,floral,three-quarter sleeves,regular sleeves,waist tie-ups
23723,Women Tops & Tunics,10,red,fitted,regular,round neck,casual,default,default,long sleeves,puff sleeves,knitted
23724,Women Tops & Tunics,10,white,regular,regular,round neck,casual,printed,graphic,short sleeves,regular sleeves,tie-ups
23725,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,waist tie-ups
23726,Women Tops & Tunics,10,blue,default,crop,high,casual,default,default,sleeveless,sleeveless,applique
23727,Women Tops & Tunics,10,blue,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,default,ruffles
23728,Women Tops & Tunics,10,white,fitted,regular,square neck,casual,printed,default,short sleeves,puff sleeves,knitted
23729,Women Tops & Tunics,10,green,fitted,crop,high,casual,default,default,sleeveless,sleeveless,knitted
23730,Women Tops & Tunics,10,green,fitted,regular,sweetheart neck,casual,solid,solid,long sleeves,regular sleeves,knitted
23731,Women Tops & Tunics,10,pink,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted
23732,Women Tops & Tunics,10,green,regular,regular,round neck,casual,printed,graphic,short sleeves,regular sleeves,tie-ups
23733,Women Tops & Tunics,10,pink,fitted,regular,sweetheart neck,casual,solid,solid,long sleeves,regular sleeves,knitted
23734,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,regular sleeves,default
23735,Women Tops & Tunics,10,red,fitted,regular,sweetheart neck,casual,solid,solid,long sleeves,regular sleeves,knitted
23736,Women Tops & Tunics,10,yellow,fitted,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,knitted
23737,Women Tops & Tunics,10,maroon,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,knitted
23738,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,default,short sleeves,regular sleeves,tie-ups
23739,Women Tops & Tunics,10,black,regular,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
23740,Women Tops & Tunics,10,default,regular,crop,v-neck,casual,solid,solid,sleeveless,sleeveless,waist tie-ups
23741,Women Tops & Tunics,10,black,boxy,regular,round neck,casual,printed,typography,long sleeves,regular sleeves,tie-ups
23742,Women Tops & Tunics,10,maroon,regular,regular,square neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
23743,Women Tops & Tunics,10,pink,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,knitted
23744,Women Tops & Tunics,10,white,fitted,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,ruffles
23745,Women Tops & Tunics,10,yellow,fitted,crop,round neck,casual,solid,solid,short sleeves,default,knitted
23746,Women Tops & Tunics,10,red,fitted,regular,square neck,casual,solid,solid,short sleeves,puff sleeves,knitted
23747,Women Tops & Tunics,10,white,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,knitted
23748,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,tie-ups
23749,Women Tops & Tunics,10,peach,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted
23750,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,default,floral,short sleeves,regular sleeves,knitted
23751,Women Tops & Tunics,10,maroon,fitted,regular,square neck,casual,solid,solid,long sleeves,regular sleeves,knitted
23752,Women Tops & Tunics,10,red,regular,regular,round neck,casual,default,default,short sleeves,regular sleeves,default
23753,Women Tops & Tunics,10,black,fitted,regular,square neck,casual,default,solid,short sleeves,puff sleeves,ruffles
23754,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,tie-ups
23755,Women Tops & Tunics,10,blue,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
23756,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,long sleeves,regular sleeves,tie-ups
23757,Women Tops & Tunics,10,green,regular,regular,v-neck,casual,solid,solid,short sleeves,default,knitted
23758,Women Tops & Tunics,10,multicolor,regular,regular,round neck,casual,default,default,long sleeves,puff sleeves,ruffles
23759,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,ruffles
23760,Women Tops & Tunics,10,green,default,regular,default,party,solid,solid,sleeveless,default,default
23761,Women Tops & Tunics,10,red,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,default
23762,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,default
23763,Women Tops & Tunics,10,navy blue,regular,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,default
23764,Women Tops & Tunics,10,blue,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
23765,Women Tops & Tunics,10,default,regular,regular,v-neck,casual,solid,solid,short sleeves,default,knitted
23766,Women Tops & Tunics,10,multicolor,fitted,regular,high,casual,default,default,sleeveless,sleeveless,knitted
23767,Women Tops & Tunics,10,multicolor,fitted,regular,round neck,casual,printed,default,long sleeves,regular sleeves,waist tie-ups
23768,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
23769,Women Tops & Tunics,10,red,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,default
23770,Women Tops & Tunics,10,maroon,fitted,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,knitted
23771,Women Tops & Tunics,10,white,fitted,crop,sweetheart neck,casual,solid,solid,long sleeves,puff sleeves,knitted
23772,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,default
23773,Women Tops & Tunics,10,default,regular,crop,round neck,casual,default,solid,long sleeves,regular sleeves,tie-ups
23774,Women Tops & Tunics,10,default,regular,regular,default,casual,solid,solid,three-quarter sleeves,regular sleeves,tie-ups
23775,Women Tops & Tunics,10,default,regular,regular,round neck,casual,printed,typography,short sleeves,regular sleeves,applique
23776,Women Tops & Tunics,10,peach,default,crop,v-neck,casual,solid,solid,short sleeves,default,applique
23777,Women Tops & Tunics,10,black,regular,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,waist tie-ups
23778,Women Tops & Tunics,10,yellow,regular,regular,v-neck,casual,solid,solid,short sleeves,default,knitted
23779,Women Tops & Tunics,10,blue,default,regular,round neck,casual,default,default,sleeveless,sleeveless,knitted
23780,Women Tops & Tunics,10,white,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,puff sleeves,ruffles
23781,Women Tops & Tunics,10,pink,regular,regular,high,casual,solid,solid,short sleeves,default,knitted
23782,Women Tops & Tunics,10,red,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,default
23783,Women Tops & Tunics,10,maroon,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,default,ruffles
23784,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,applique
23785,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,default,short sleeves,regular sleeves,tie-ups
23786,Women Tops & Tunics,10,pink,default,regular,round neck,casual,default,floral,three-quarter sleeves,regular sleeves,default
23787,Women Tops & Tunics,10,yellow,fitted,regular,sweetheart neck,casual,solid,solid,long sleeves,puff sleeves,knitted
23788,Women Tops & Tunics,10,maroon,regular,regular,v-neck,casual,solid,solid,short sleeves,regular sleeves,knitted
23789,Women Tops & Tunics,10,black,regular,regular,default,casual,solid,solid,short sleeves,default,ruffles
23790,Women Tops & Tunics,10,black,fitted,regular,v-neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
23791,Women Tops & Tunics,10,red,regular,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted
23792,Women Tops & Tunics,10,maroon,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,knitted
23793,Women Tops & Tunics,10,white,fitted,regular,sweetheart neck,casual,printed,floral,short sleeves,puff sleeves,knitted
23794,Women Tops & Tunics,10,green,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,ruffles
23795,Women Tops & Tunics,10,white,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,regular sleeves,knitted
23796,Women Tops & Tunics,10,yellow,regular,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,applique
23797,Women Tops & Tunics,10,maroon,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted
23798,Women Tops & Tunics,10,white,regular,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
23799,Women Tops & Tunics,10,multicolor,fitted,regular,high,casual,printed,default,long sleeves,regular sleeves,waist tie-ups
23800,Women Tops & Tunics,10,white,regular,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted
23801,Women Tops & Tunics,10,maroon,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,default
23802,Women Tops & Tunics,10,default,regular,regular,round neck,casual,printed,graphic,sleeveless,sleeveless,default
23803,Women Tops & Tunics,10,blue,regular,regular,v-neck,casual,solid,solid,short sleeves,default,knitted
23804,Women Tops & Tunics,10,peach,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted
23805,Women Tops & Tunics,10,default,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,puff sleeves,knitted
23806,Women Tops & Tunics,10,multicolor,regular,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,ruffles
23807,Women Tops & Tunics,10,default,fitted,regular,square neck,casual,solid,solid,short sleeves,regular sleeves,waist tie-ups
23808,Women Tops & Tunics,10,peach,regular,regular,default,casual,solid,solid,short sleeves,regular sleeves,ruffles
23809,Women Tops & Tunics,10,white,fitted,regular,high,party,printed,default,long sleeves,regular sleeves,knitted
23810,Women Tops & Tunics,10,green,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,regular sleeves,knitted
23811,Women Tops & Tunics,10,white,default,regular,default,casual,default,floral,three-quarter sleeves,regular sleeves,default
23812,Women Tops & Tunics,10,navy blue,fitted,crop,high,casual,solid,solid,short sleeves,regular sleeves,knitted
23813,Women Tops & Tunics,10,navy blue,fitted,crop,round neck,casual,solid,solid,short sleeves,default,knitted
23814,Women Tops & Tunics,10,green,regular,regular,round neck,casual,printed,floral,three-quarter sleeves,regular sleeves,waist tie-ups
