id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10
39,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
40,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
41,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
42,Men Tshirts,5,black,round,printed,typography,long sleeves,,,,,
43,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
44,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
45,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
46,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
47,Men Tshirts,5,black,round,solid,solid,short sleeves,,,,,
48,Men Tshirts,5,black,polo,solid,solid,short sleeves,,,,,
49,Men Tshirts,5,default,round,solid,solid,short sleeves,,,,,
50,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
51,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
52,Men Tshirts,5,default,round,solid,solid,long sleeves,,,,,
53,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
54,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
55,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
56,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
57,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
58,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
59,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
60,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
61,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
62,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
63,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
64,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
65,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
66,Men Tshirts,5,default,round,solid,solid,long sleeves,,,,,
67,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
68,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
69,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
70,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
71,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
72,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
73,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
74,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
75,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
76,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
77,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
78,Men Tshirts,5,black,round,printed,typography,long sleeves,,,,,
79,Men Tshirts,5,default,round,solid,solid,long sleeves,,,,,
80,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
81,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
82,Men Tshirts,5,default,round,solid,solid,long sleeves,,,,,
83,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
84,Men Tshirts,5,default,round,solid,solid,long sleeves,,,,,
85,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
86,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
87,Men Tshirts,5,black,round,solid,solid,long sleeves,,,,,
88,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
89,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
90,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
91,Men Tshirts,5,black,round,printed,typography,long sleeves,,,,,
92,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
93,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
94,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
95,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
96,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
97,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
98,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
99,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
100,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
101,Men Tshirts,5,default,round,printed,default,long sleeves,,,,,
102,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
103,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
104,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
105,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
106,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
107,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
108,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
109,Men Tshirts,5,default,polo,solid,solid,long sleeves,,,,,
110,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
111,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
112,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
113,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
114,Men Tshirts,5,black,round,printed,default,long sleeves,,,,,
115,Men Tshirts,5,default,polo,solid,default,long sleeves,,,,,
116,Men Tshirts,5,default,polo,solid,solid,long sleeves,,,,,
117,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
118,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
119,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
120,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
121,Men Tshirts,5,black,polo,printed,default,short sleeves,,,,,
122,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
123,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
124,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
125,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
126,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
127,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
128,Men Tshirts,5,default,round,printed,default,long sleeves,,,,,
129,Men Tshirts,5,multicolor,round,printed,solid,long sleeves,,,,,
130,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
131,Men Tshirts,5,white,round,solid,solid,short sleeves,,,,,
132,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
133,Men Tshirts,5,default,round,solid,solid,short sleeves,,,,,
134,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
135,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
136,Men Tshirts,5,black,polo,solid,solid,short sleeves,,,,,
137,Men Tshirts,5,default,polo,solid,solid,long sleeves,,,,,
138,Men Tshirts,5,default,round,solid,solid,long sleeves,,,,,
139,Men Tshirts,5,default,round,solid,solid,short sleeves,,,,,
140,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
141,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
142,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
143,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
144,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
145,Men Tshirts,5,multicolor,round,printed,default,long sleeves,,,,,
146,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
147,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
148,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
149,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
150,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
151,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
152,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
153,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
154,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
155,Men Tshirts,5,default,round,printed,typography,long sleeves,,,,,
156,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
157,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
158,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
159,Men Tshirts,5,default,round,solid,solid,short sleeves,,,,,
160,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
161,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
162,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
163,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
164,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
165,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
166,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
167,Men Tshirts,5,black,round,solid,solid,long sleeves,,,,,
168,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
169,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
170,Men Tshirts,5,white,round,solid,solid,short sleeves,,,,,
171,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
172,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
173,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
174,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
175,Men Tshirts,5,black,polo,printed,default,short sleeves,,,,,
176,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
177,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
178,Men Tshirts,5,multicolor,round,printed,default,long sleeves,,,,,
179,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
180,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
181,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
182,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
183,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
184,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
185,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
186,Men Tshirts,5,black,polo,solid,solid,short sleeves,,,,,
187,Men Tshirts,5,black,polo,solid,solid,short sleeves,,,,,
188,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
189,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
190,Men Tshirts,5,black,polo,solid,solid,short sleeves,,,,,
191,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
192,Men Tshirts,5,multicolor,round,solid,solid,short sleeves,,,,,
193,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
194,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
195,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
196,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
197,Men Tshirts,5,default,round,solid,solid,long sleeves,,,,,
198,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
199,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
200,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
201,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
202,Men Tshirts,5,default,round,solid,solid,short sleeves,,,,,
203,Men Tshirts,5,default,round,solid,solid,short sleeves,,,,,
204,Men Tshirts,5,black,polo,solid,solid,short sleeves,,,,,
205,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
206,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
207,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
208,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
209,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
210,Men Tshirts,5,black,round,printed,typography,long sleeves,,,,,
211,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
212,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
213,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
214,Men Tshirts,5,multicolor,round,printed,default,long sleeves,,,,,
215,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
216,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
217,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
218,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
219,Men Tshirts,5,black,round,solid,solid,short sleeves,,,,,
220,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
221,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
222,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
223,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
224,Men Tshirts,5,white,round,solid,solid,short sleeves,,,,,
225,Men Tshirts,5,default,round,printed,default,long sleeves,,,,,
226,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
227,Men Tshirts,5,multicolor,round,printed,default,long sleeves,,,,,
228,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
229,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
230,Men Tshirts,5,multicolor,round,printed,typography,long sleeves,,,,,
231,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
232,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
233,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
234,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
235,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
236,Men Tshirts,5,default,round,solid,solid,long sleeves,,,,,
237,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
238,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
239,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
240,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
241,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
242,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
243,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
244,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
245,Men Tshirts,5,default,round,solid,solid,long sleeves,,,,,
246,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
247,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
248,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
249,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
250,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
251,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
252,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
253,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
254,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
255,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
256,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
257,Men Tshirts,5,black,polo,solid,solid,short sleeves,,,,,
258,Men Tshirts,5,default,round,solid,solid,short sleeves,,,,,
259,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
260,Men Tshirts,5,multicolor,round,printed,typography,short sleeves,,,,,
261,Men Tshirts,5,multicolor,round,printed,default,long sleeves,,,,,
262,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
263,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
264,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
265,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
266,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
267,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
268,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
269,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
270,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
271,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
272,Men Tshirts,5,black,round,printed,default,long sleeves,,,,,
273,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
274,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
275,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
276,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
277,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
278,Men Tshirts,5,black,round,printed,default,long sleeves,,,,,
279,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
280,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
281,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
282,Men Tshirts,5,white,polo,printed,default,short sleeves,,,,,
283,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
284,Men Tshirts,5,default,round,printed,default,long sleeves,,,,,
285,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
286,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
287,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
288,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
289,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
290,Men Tshirts,5,multicolor,round,printed,default,long sleeves,,,,,
291,Men Tshirts,5,default,round,printed,typography,long sleeves,,,,,
292,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
293,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
294,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
295,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
296,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
297,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
298,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
299,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
300,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
301,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
302,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
303,Men Tshirts,5,black,polo,printed,default,short sleeves,,,,,
304,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
305,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
306,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
307,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
308,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
309,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
310,Men Tshirts,5,multicolor,round,printed,default,long sleeves,,,,,
311,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
312,Men Tshirts,5,multicolor,round,printed,solid,long sleeves,,,,,
313,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
314,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
315,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
316,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
317,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
318,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
319,Men Tshirts,5,black,polo,solid,solid,short sleeves,,,,,
320,Men Tshirts,5,black,polo,solid,solid,short sleeves,,,,,
321,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
322,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
323,Men Tshirts,5,multicolor,round,printed,typography,short sleeves,,,,,
324,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
325,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
326,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
327,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
328,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
329,Men Tshirts,5,white,round,printed,solid,short sleeves,,,,,
330,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
331,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
332,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
333,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
334,Men Tshirts,5,black,polo,solid,solid,short sleeves,,,,,
335,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
336,Men Tshirts,5,default,round,printed,typography,long sleeves,,,,,
337,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
338,Men Tshirts,5,black,round,solid,solid,long sleeves,,,,,
339,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
340,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
341,Men Tshirts,5,black,polo,printed,default,short sleeves,,,,,
342,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
343,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
344,Men Tshirts,5,black,round,printed,default,long sleeves,,,,,
345,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
346,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
347,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
348,Men Tshirts,5,default,round,solid,solid,long sleeves,,,,,
349,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
350,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
351,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
352,Men Tshirts,5,default,round,solid,solid,short sleeves,,,,,
353,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
354,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
355,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
356,Men Tshirts,5,multicolor,round,printed,default,long sleeves,,,,,
357,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
358,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
359,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
360,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
361,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
362,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
363,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
364,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
365,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
366,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
367,Men Tshirts,5,black,round,printed,typography,long sleeves,,,,,
368,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
369,Men Tshirts,5,white,round,solid,solid,long sleeves,,,,,
370,Men Tshirts,5,black,round,printed,typography,long sleeves,,,,,
371,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
372,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
373,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
374,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
375,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
376,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
377,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
378,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
379,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
380,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
381,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
382,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
383,Men Tshirts,5,black,round,solid,default,long sleeves,,,,,
384,Men Tshirts,5,black,round,printed,default,long sleeves,,,,,
385,Men Tshirts,5,default,round,solid,solid,long sleeves,,,,,
386,Men Tshirts,5,white,round,printed,solid,long sleeves,,,,,
387,Men Tshirts,5,black,round,solid,solid,long sleeves,,,,,
388,Men Tshirts,5,default,round,printed,default,long sleeves,,,,,
389,Men Tshirts,5,default,round,printed,default,long sleeves,,,,,
390,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
391,Men Tshirts,5,black,round,printed,typography,long sleeves,,,,,
392,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
393,Men Tshirts,5,multicolor,round,printed,default,long sleeves,,,,,
394,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
395,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
396,Men Tshirts,5,default,round,solid,solid,short sleeves,,,,,
397,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
398,Men Tshirts,5,multicolor,round,printed,default,long sleeves,,,,,
399,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
400,Men Tshirts,5,black,round,printed,typography,long sleeves,,,,,
401,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
402,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
403,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
404,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
405,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
406,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
407,Men Tshirts,5,black,round,solid,solid,short sleeves,,,,,
408,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
409,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
410,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
411,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
412,Men Tshirts,5,white,round,solid,solid,short sleeves,,,,,
413,Men Tshirts,5,black,round,printed,default,long sleeves,,,,,
